ID,Pop,SuperPop
NA21100,GIH,SAS
NA21101,GIH,SAS
NA21102,GIH,SAS
NA21103,GIH,SAS
NA21104,GIH,SAS
NA21105,GIH,SAS
NA21106,GIH,SAS
NA21107,GIH,SAS
NA21108,GIH,SAS
NA21109,GIH,SAS
NA21110,GIH,SAS
NA21111,GIH,SAS
NA21112,GIH,SAS
NA21113,GIH,SAS
NA21114,GIH,SAS
NA21115,GIH,SAS
NA21116,GIH,SAS
NA21117,GIH,SAS
NA21118,GIH,SAS
NA21119,GIH,SAS
NA21120,GIH,SAS
NA21122,GIH,SAS
NA21123,GIH,SAS
NA21124,GIH,SAS
NA21125,GIH,SAS
NA21126,GIH,SAS
NA21127,GIH,SAS
NA21128,GIH,SAS
NA21129,GIH,SAS
NA21130,GIH,SAS
NA21133,GIH,SAS
NA21135,GIH,SAS
NA21137,GIH,SAS
NA21141,GIH,SAS
NA21142,GIH,SAS
NA21143,GIH,SAS
NA21144,GIH,SAS
HG03713,ITU,SAS
HG03714,ITU,SAS
HG03716,ITU,SAS
HG03717,ITU,SAS
HG03718,ITU,SAS
HG03720,ITU,SAS
HG03722,ITU,SAS
HG03727,ITU,SAS
HG03729,ITU,SAS
HG03730,ITU,SAS
HG03731,ITU,SAS
HG03742,ITU,SAS
HG03770,ITU,SAS
HG03771,ITU,SAS
HG03772,ITU,SAS
HG03773,ITU,SAS
HG03774,ITU,SAS
HG03775,ITU,SAS
HG03777,ITU,SAS
HG03778,ITU,SAS
HG03779,ITU,SAS
HG03780,ITU,SAS
HG03781,ITU,SAS
HG03782,ITU,SAS
HG03784,ITU,SAS
HG03785,ITU,SAS
HG03786,ITU,SAS
HG03787,ITU,SAS
HG03788,ITU,SAS
HG03789,ITU,SAS
HG03790,ITU,SAS
HG03792,ITU,SAS
HG03861,ITU,SAS
HG03862,ITU,SAS
HG03863,ITU,SAS
HG03864,ITU,SAS
HG03866,ITU,SAS
HG03867,ITU,SAS
HG03868,ITU,SAS
HG03869,ITU,SAS
HG03870,ITU,SAS
HG03871,ITU,SAS
HG03872,ITU,SAS
HG03873,ITU,SAS
HG03874,ITU,SAS
HG03875,ITU,SAS
HG03882,ITU,SAS
HG03960,ITU,SAS
HG03963,ITU,SAS
HG03965,ITU,SAS
HG03967,ITU,SAS
HG03968,ITU,SAS
HG03969,ITU,SAS
HG03971,ITU,SAS
HG03973,ITU,SAS
HG03974,ITU,SAS
HG03976,ITU,SAS
HG03977,ITU,SAS
HG03978,ITU,SAS
HG04001,ITU,SAS
HG04002,ITU,SAS
HG04014,ITU,SAS
HG04015,ITU,SAS
HG04017,ITU,SAS
HG04018,ITU,SAS
HG04019,ITU,SAS
HG04020,ITU,SAS
HG04022,ITU,SAS
HG04023,ITU,SAS
HG04025,ITU,SAS
HG04026,ITU,SAS
HG04054,ITU,SAS
HG04056,ITU,SAS
HG04059,ITU,SAS
HG04060,ITU,SAS
HG04061,ITU,SAS
HG04062,ITU,SAS
HG04063,ITU,SAS
HG04070,ITU,SAS
HG04076,ITU,SAS
HG04080,ITU,SAS
HG04090,ITU,SAS
HG04093,ITU,SAS
HG04094,ITU,SAS
HG04096,ITU,SAS
HG04098,ITU,SAS
HG04118,ITU,SAS
HG04198,ITU,SAS
HG04200,ITU,SAS
HG04202,ITU,SAS
HG04206,ITU,SAS
HG04209,ITU,SAS
HG04211,ITU,SAS
HG04212,ITU,SAS
HG04214,ITU,SAS
HG04216,ITU,SAS
HG04219,ITU,SAS
HG04222,ITU,SAS
HG04225,ITU,SAS
HG04235,ITU,SAS
HG04238,ITU,SAS
HG04239,ITU,SAS
HG01583,PJL,SAS
HG01586,PJL,SAS
HG01589,PJL,SAS
HG01593,PJL,SAS
HG02490,PJL,SAS
HG02491,PJL,SAS
HG02493,PJL,SAS
HG02494,PJL,SAS
HG02597,PJL,SAS
HG02600,PJL,SAS
HG02601,PJL,SAS
HG02603,PJL,SAS
HG02604,PJL,SAS
HG02648,PJL,SAS
HG02649,PJL,SAS
HG02651,PJL,SAS
HG02652,PJL,SAS
HG02654,PJL,SAS
HG02655,PJL,SAS
HG02657,PJL,SAS
HG02658,PJL,SAS
HG02660,PJL,SAS
HG02661,PJL,SAS
HG02681,PJL,SAS
HG02682,PJL,SAS
HG02684,PJL,SAS
HG02685,PJL,SAS
HG02687,PJL,SAS
HG02688,PJL,SAS
HG02690,PJL,SAS
HG02691,PJL,SAS
HG02694,PJL,SAS
HG02696,PJL,SAS
HG02697,PJL,SAS
HG02699,PJL,SAS
HG02700,PJL,SAS
HG02724,PJL,SAS
HG02725,PJL,SAS
HG02727,PJL,SAS
HG02728,PJL,SAS
HG02731,PJL,SAS
HG02733,PJL,SAS
HG02734,PJL,SAS
HG02736,PJL,SAS
HG02737,PJL,SAS
HG02774,PJL,SAS
HG02775,PJL,SAS
HG02778,PJL,SAS
HG02780,PJL,SAS
HG02783,PJL,SAS
HG02784,PJL,SAS
HG02786,PJL,SAS
HG02787,PJL,SAS
HG02789,PJL,SAS
HG02790,PJL,SAS
HG02792,PJL,SAS
HG02793,PJL,SAS
HG03015,PJL,SAS
HG03016,PJL,SAS
HG03018,PJL,SAS
HG03019,PJL,SAS
HG03021,PJL,SAS
HG03022,PJL,SAS
HG03228,PJL,SAS
HG03229,PJL,SAS
HG03234,PJL,SAS
HG03235,PJL,SAS
HG03237,PJL,SAS
HG03238,PJL,SAS
HG03488,PJL,SAS
HG03490,PJL,SAS
HG03491,PJL,SAS
HG03619,PJL,SAS
HG03624,PJL,SAS
HG03625,PJL,SAS
HG03629,PJL,SAS
HG03631,PJL,SAS
HG03634,PJL,SAS
HG03636,PJL,SAS
HG03640,PJL,SAS
HG03649,PJL,SAS
HG03652,PJL,SAS
HG03653,PJL,SAS
HG03660,PJL,SAS
HG03663,PJL,SAS
HG03667,PJL,SAS
HG03668,PJL,SAS
HG03702,PJL,SAS
HG03703,PJL,SAS
HG03705,PJL,SAS
HG03706,PJL,SAS
HG03708,PJL,SAS
HG03709,PJL,SAS
HG03762,PJL,SAS
HG03765,PJL,SAS
HG03767,PJL,SAS
HG03642,STU,SAS
HG03643,STU,SAS
HG03644,STU,SAS
HG03645,STU,SAS
HG03646,STU,SAS
HG03672,STU,SAS
HG03673,STU,SAS
HG03679,STU,SAS
HG03680,STU,SAS
HG03681,STU,SAS
HG03684,STU,SAS
HG03685,STU,SAS
HG03686,STU,SAS
HG03687,STU,SAS
HG03689,STU,SAS
HG03690,STU,SAS
HG03691,STU,SAS
HG03692,STU,SAS
HG03693,STU,SAS
HG03694,STU,SAS
HG03695,STU,SAS
HG03696,STU,SAS
HG03697,STU,SAS
HG03698,STU,SAS
HG03711,STU,SAS
HG03733,STU,SAS
HG03736,STU,SAS
HG03738,STU,SAS
HG03740,STU,SAS
HG03741,STU,SAS
HG03743,STU,SAS
HG03744,STU,SAS
HG03745,STU,SAS
HG03746,STU,SAS
HG03750,STU,SAS
HG03752,STU,SAS
HG03753,STU,SAS
HG03754,STU,SAS
HG03755,STU,SAS
HG03756,STU,SAS
HG03757,STU,SAS
HG03760,STU,SAS
HG03836,STU,SAS
HG03837,STU,SAS
HG03838,STU,SAS
HG03844,STU,SAS
HG03846,STU,SAS
HG03848,STU,SAS
HG03849,STU,SAS
HG03850,STU,SAS
HG03851,STU,SAS
HG03854,STU,SAS
HG03856,STU,SAS
HG03857,STU,SAS
HG03858,STU,SAS
HG03884,STU,SAS
HG03885,STU,SAS
HG03886,STU,SAS
HG03887,STU,SAS
HG03888,STU,SAS
HG03890,STU,SAS
HG03894,STU,SAS
HG03895,STU,SAS
HG03896,STU,SAS
HG03897,STU,SAS
HG03898,STU,SAS
HG03899,STU,SAS
HG03900,STU,SAS
HG03943,STU,SAS
HG03944,STU,SAS
HG03945,STU,SAS
HG03947,STU,SAS
HG03949,STU,SAS
HG03950,STU,SAS
HG03951,STU,SAS
HG03953,STU,SAS
HG03955,STU,SAS
HG03985,STU,SAS
HG03986,STU,SAS
HG03989,STU,SAS
HG03990,STU,SAS
HG03991,STU,SAS
HG03995,STU,SAS
HG03998,STU,SAS
HG03999,STU,SAS
HG04003,STU,SAS
HG04006,STU,SAS
HG04029,STU,SAS
HG04033,STU,SAS
HG04035,STU,SAS
HG04038,STU,SAS
HG04039,STU,SAS
HG04042,STU,SAS
HG04047,STU,SAS
HG04075,STU,SAS
HG04099,STU,SAS
HG04100,STU,SAS
HG04106,STU,SAS
HG04107,STU,SAS
HG04210,STU,SAS
HG04227,STU,SAS
HG04229,STU,SAS
KK93636217IG,Adikarnataka,OWN
SW35301946UY,Adikarnataka,OWN
JL45035607EX,Adikarnataka,OWN
GD46814344CV,Adikarnataka,OWN
ZH92178100SG,Adikarnataka,OWN
VC11432132CA,Adikarnataka,OWN
GX57679831XD,Adikarnataka,OWN
DU53399005KQ,Adikarnataka,OWN
VG15832033VG,Adikarnataka,OWN
DV83054453TZ,Adikarnataka,OWN
GG64883566FF,Adikarnataka,OWN
RU52627428NK,Adikarnataka,OWN
LC49656291SP,Adikarnataka,OWN
AN49353435IY,Adikarnataka,OWN
DG90120733BK,Adikarnataka,OWN
YG66544778BN,Adikarnataka,OWN
SI43113643IY,Adikarnataka,OWN
YQ68482952OD,Adikarnataka,OWN
MT29988289MY,Adikarnataka,OWN
QY75235689JR,Adikarnataka,OWN
FR93024627SM,Adikarnataka,OWN
LW84248070AT,Adikarnataka,OWN
PQ56053347OR,Adikarnataka,OWN
GP42554101CM,Adikarnataka,OWN
RY83891480UH,Adikarnataka,OWN
XA92320492HB,Adikarnataka,OWN
VX92704367ZU,Adikarnataka,OWN
PF64922298PY,Adikarnataka,OWN
ZA12149445MZ,Adikarnataka,OWN
XK37724183MC,Adikarnataka,OWN
UD85216483OV,Adikarnataka,OWN
QT31238344ET,Adikarnataka,OWN
PO67157219VY,Adikarnataka,OWN
YJ84256495CY,Adikarnataka,OWN
RW89582590IJ,Adikarnataka,OWN
BL61064660TO,Adikarnataka,OWN
ZI79858922MJ,Adikarnataka,OWN
XF29886809FM,Adikarnataka,OWN
OL16025745HG,Adikarnataka,OWN
HJ51193561TD,Adikarnataka,OWN
XW75708210CX,Adikarnataka,OWN
UP88529092CL,Adikarnataka,OWN
ME52554874QH,Adikarnataka,OWN
RV46972845OB,Adikarnataka,OWN
XS61898882CU,Adikarnataka,OWN
XD49285216QN,Adikarnataka,OWN
GZ36783392EC,Adikarnataka,OWN
MB98106787QW,Adikarnataka,OWN
CH20665956MS,Adikarnataka,OWN
GC26281198SE,Adikarnataka,OWN
UG76607847XK,Adikarnataka,OWN
ZO27592038HL,Adikarnataka,OWN
HN26247074CP,Adikarnataka,OWN
RU75938521FJ,Adikarnataka,OWN
OX55167769SM,Adikarnataka,OWN
CT21775060SA,Adikarnataka,OWN
QV48107817YH,Adikarnataka,OWN
RK34349989DA,Adikarnataka,OWN
AU37922225UJ,Adikarnataka,OWN
HR79560467LE,Adikarnataka,OWN
NK11066073AZ,Adikarnataka,OWN
LK31722228QG,Adikarnataka,OWN
WJ08175627FD,Adikarnataka,OWN
PC90294083TZ,Adikarnataka,OWN
NW24505205YJ,Adikarnataka,OWN
OE57386958EH,Adikarnataka,OWN
KY49690221NN,Adikarnataka,OWN
KS00174805UH,Adikarnataka,OWN
KI59635472EP,Adikarnataka,OWN
RU87258506PC,Adikarnataka,OWN
XE06748997PX,Adikarnataka,OWN
DQ17856120OX,Adikarnataka,OWN
TV12976679DW,Deshastha_Brhamin,OWN
NA95158098IX,Deshastha_Brhamin,OWN
SH48968222AJ,Deshastha_Brhamin,OWN
ES74704116NQ,Deshastha_Brhamin,OWN
PO49971400JB,Deshastha_Brhamin,OWN
FG15876092SK,Deshastha_Brhamin,OWN
XB08411814KB,Deshastha_Brhamin,OWN
ZB06157358LU,Deshastha_Brhamin,OWN
QA70166244DF,Deshastha_Brhamin,OWN
QF93290005XG,Deshastha_Brhamin,OWN
ZZ22432743ON,Deshastha_Brhamin,OWN
IW60772425PZ,Deshastha_Brhamin,OWN
DY90758416DC,Deshastha_Brhamin,OWN
IQ47598587RW,Deshastha_Brhamin,OWN
UF31021021RH,Deshastha_Brhamin,OWN
XV08735838HW,Deshastha_Brhamin,OWN
TR84147277OR,Deshastha_Brhamin,OWN
JW52744040RK,Deshastha_Brhamin,OWN
XT40838924HY,Deshastha_Brhamin,OWN
YH26559863JX,Deshastha_Brhamin,OWN
JF78916161IM,Deshastha_Brhamin,OWN
SJ09963243TT,Deshastha_Brhamin,OWN
OX29137832BK,Deshastha_Brhamin,OWN
UA36072768SF,Deshastha_Brhamin,OWN
JC41275804ZO,Deshastha_Brhamin,OWN
XF41177281NU,Deshastha_Brhamin,OWN
OF71325892JU,Deshastha_Brhamin,OWN
FN69124713LX,Deshastha_Brhamin,OWN
YH48240640CP,Deshastha_Brhamin,OWN
HW34032577BG,Deshastha_Brhamin,OWN
VH75755592RF,Deshastha_Brhamin,OWN
JY36647543CW,Deshastha_Brhamin,OWN
VV48714066ET,Deshastha_Brhamin,OWN
IZ71432770VK,Deshastha_Brhamin,OWN
MU19468367QJ,Deshastha_Brhamin,OWN
AX02238121YE,Deshastha_Brhamin,OWN
EH43610800FM,Deshastha_Brhamin,OWN
BE97272239UY,Deshastha_Brhamin,OWN
LB65034174GC,Deshastha_Brhamin,OWN
VT93249522YX,Deshastha_Brhamin,OWN
PF68298504TK,Deshastha_Brhamin,OWN
PB82913105HQ,Deshastha_Brhamin,OWN
XW21161990ZK,Deshastha_Brhamin,OWN
CE29640575MU,Deshastha_Brhamin,OWN
SY93279258NZ,Deshastha_Brhamin,OWN
UK43098810KJ,Deshastha_Brhamin,OWN
WZ22454893DN,Deshastha_Brhamin,OWN
YM76672514SL,Deshastha_Brhamin,OWN
LR84113440OE,Deshastha_Brhamin,OWN
ZH42649363MU,Deshastha_Brhamin,OWN
JD53575629VJ,Deshastha_Brhamin,OWN
PO81546089LR,Deshastha_Brhamin,OWN
FL28891203ZY,Deshastha_Brhamin,OWN
EW18659885UA,Deshastha_Brhamin,OWN
UK96797053OB,Deshastha_Brhamin,OWN
EY96796055BR,Deshastha_Brhamin,OWN
AG57100225ZD,Deshastha_Brhamin,OWN
PT50954259QW,Deshastha_Brhamin,OWN
DJ87006737CL,Deshastha_Brhamin,OWN
TZ15031612MU,Deshastha_Brhamin,OWN
RW68695374IV,Deshastha_Brhamin,OWN
JC01112432CB,Deshastha_Brhamin,OWN
RY32819833CM,Deshastha_Brhamin,OWN
FJ62950658NB,Deshastha_Brhamin,OWN
AU85749416PU,Deshastha_Brhamin,OWN
EC90654937KL,Deshastha_Brhamin,OWN
XG21406524PW,Deshastha_Brhamin,OWN
DI79024756GU,Deshastha_Brhamin,OWN
EH56511257YL,Deshastha_Brhamin,OWN
XP34071167CK,Deshastha_Brhamin,OWN
KR28203143FE,Deshastha_Brhamin,OWN
UV07610377DG,Deshastha_Brhamin,OWN
QE43531071KI,Deshastha_Brhamin,OWN
VN67210331RA,Deshastha_Brhamin,OWN
JM52405163PQ,Deshastha_Brhamin,OWN
FH69655801RS,Deshastha_Brhamin,OWN
NC40665471GW,Deshastha_Brhamin,OWN
NC62719297ZT,Deshastha_Brhamin,OWN
NL21904699FO,Deshastha_Brhamin,OWN
RS94652492WU,Deshastha_Brhamin,OWN
QP45785446WW,Deshastha_Brhamin,OWN
EL15721557OY,Deshastha_Brhamin,OWN
AU10197337NM,Deshastha_Brhamin,OWN
JY74058897JE,Deshastha_Brhamin,OWN
MZ59875382EB,Deshastha_Brhamin,OWN
KF31334385SX,Deshastha_Brhamin,OWN
AM40668426KQ,Deshastha_Brhamin,OWN
UF47935886LM,Deshastha_Brhamin,OWN
UA59289897JP,Deshastha_Brhamin,OWN
WT39206111LL,Deshastha_Brhamin,OWN
HT67709615FM,Deshastha_Brhamin,OWN
FQ30914410AB,Deshastha_Brhamin,OWN
OD78637244TU,Deshastha_Brhamin,OWN
PB65080274BL,Deshastha_Brhamin,OWN
IC44046056EY,Deshastha_Brhamin,OWN
ZC80440246QI,Deshastha_Brhamin,OWN
DJ09583356BC,Deshastha_Brhamin,OWN
ZK22655666HG,Deshastha_Brhamin,OWN
FB40053680MS,Deshastha_Brhamin,OWN
NN38523740TD,Deshastha_Brhamin,OWN
YS30851846TF,Deshastha_Brhamin,OWN
PW34250910RN,Deshastha_Brhamin,OWN
BD42779652DE,Deshastha_Brhamin,OWN
NI31869361BB,Deshastha_Brhamin,OWN
DS77931777IT,Deshastha_Brhamin,OWN
WR11399532CJ,Deshastha_Brhamin,OWN
GK94840217WB,Deshastha_Brhamin,OWN
ZF26377710YF,Deshastha_Brhamin,OWN
CL38532087VV,Deshastha_Brhamin,OWN
DO17761810HL,Deshastha_Brhamin,OWN
FM81458644ME,Deshastha_Brhamin,OWN
FN69567768CC,Deshastha_Brhamin,OWN
YK02978994SX,Deshastha_Brhamin,OWN
VI03464128CC,Deshastha_Brhamin,OWN
SX11562423SS,Deshastha_Brhamin,OWN
GB39405857BE,Deshastha_Brhamin,OWN
GG21923041JJ,Deshastha_Brhamin,OWN
YE76037248IT,Deshastha_Brhamin,OWN
YS02803993JT,Iyengar,OWN
YZ45341572ES,Iyengar,OWN
BS96083155XW,Iyengar,OWN
IJ05273997YJ,Iyengar,OWN
VH30126883TK,Iyengar,OWN
AC71055668ZJ,Iyengar,OWN
LZ09106067VN,Iyengar,OWN
KY85843526RY,Iyengar,OWN
TC84133697TI,Iyengar,OWN
KS97393020OA,Iyengar,OWN
FW72600412UX,Iyengar,OWN
BV33714645IQ,Iyengar,OWN
LY75758597QQ,Iyengar,OWN
LX16910654CR,Iyengar,OWN
AH47666515XH,Iyengar,OWN
VH75297515RQ,Iyengar,OWN
QO15655697JL,Iyengar,OWN
RK36950201TA,Iyengar,OWN
JI40555572CO,Iyengar,OWN
GN16461077DW,Iyengar,OWN
UH22120315LU,Iyengar,OWN
OM43276521OT,Iyengar,OWN
NE95048296OA,Iyengar,OWN
RH69001715EN,Iyengar,OWN
ZR29322449IE,Iyengar,OWN
OU99265318NS,Iyengar,OWN
AV10383655DB,Iyengar,OWN
KG97754952SL,Iyengar,OWN
CA00606285XW,Iyengar,OWN
MC18257962PS,Iyengar,OWN
DW36115213RH,Iyengar,OWN
UQ31920938GU,Iyengar,OWN
TA82327071FM,Iyengar,OWN
TU47163874TT,Iyengar,OWN
SU61425354EG,Iyengar,OWN
UX63659063RP,Iyengar,OWN
RY36348756QM,Iyengar,OWN
WD84535122ID,Iyengar,OWN
AF63197856OD,Iyengar,OWN
KB55719695RC,Iyengar,OWN
TC60811821VW,Iyengar,OWN
RY90833605BR,Iyengar,OWN
TS07703820NX,Iyengar,OWN
OY66049275KE,Iyengar,OWN
VU98294790VN,Kolis,OWN
TT36988450CL,Kolis,OWN
PM76201774RR,Konkanastha_brahmin,OWN
SC54052294LH,Konkanastha_brahmin,OWN
YI69925924MD,Konkanastha_brahmin,OWN
ZL82893034PL,Konkanastha_brahmin,OWN
GH99796294BP,Konkanastha_brahmin,OWN
ZR24114063NW,Konkanastha_brahmin,OWN
FL80039533BQ,Konkanastha_brahmin,OWN
HD23178266CS,Konkanastha_brahmin,OWN
DY77948501DJ,Konkanastha_brahmin,OWN
IY87879326QZ,Konkanastha_brahmin,OWN
ZV22071718FH,Konkanastha_brahmin,OWN
ZE64515868ZA,Konkanastha_brahmin,OWN
HY69825794LZ,Konkanastha_brahmin,OWN
QP36591406GM,Konkanastha_brahmin,OWN
WR19204299NE,Konkanastha_brahmin,OWN
ZP10420518EA,Konkanastha_brahmin,OWN
PR96011222EH,Konkanastha_brahmin,OWN
AK58727042XP,Konkanastha_brahmin,OWN
XM98096193CX,Konkanastha_brahmin,OWN
FX28660880DQ,Konkanastha_brahmin,OWN
AB50933873XB,Konkanastha_brahmin,OWN
MK27915566RD,Konkanastha_brahmin,OWN
PG61315224WG,Konkanastha_brahmin,OWN
YN05041787XQ,Konkanastha_brahmin,OWN
KI94768628PU,Konkanastha_brahmin,OWN
SN97932602RL,Konkanastha_brahmin,OWN
RR50670406UH,Konkanastha_brahmin,OWN
LL14701798UV,Konkanastha_brahmin,OWN
YG27390747MM,Konkanastha_brahmin,OWN
WX97970338VA,Konkanastha_brahmin,OWN
SV58516686KU,Konkanastha_brahmin,OWN
BO83068824LK,Konkanastha_brahmin,OWN
DB87581910TB,Konkanastha_brahmin,OWN
LR14907229PM,Konkanastha_brahmin,OWN
LH91880454MU,Konkanastha_brahmin,OWN
ON33281857FM,Konkanastha_brahmin,OWN
YT57663678GN,Konkanastha_brahmin,OWN
RP91629887DD,Konkanastha_brahmin,OWN
WL92930586NJ,Konkanastha_brahmin,OWN
PP16292922XM,Konkanastha_brahmin,OWN
MX04464590NB,Konkanastha_brahmin,OWN
IR14982407CD,Konkanastha_brahmin,OWN
AO38188082VX,Konkanastha_brahmin,OWN
VJ90923600DK,Konkanastha_brahmin,OWN
KS41970796AZ,Konkanastha_brahmin,OWN
HO41840052ND,Konkanastha_brahmin,OWN
HG75994489UE,Konkanastha_brahmin,OWN
KD60253286GZ,Konkanastha_brahmin,OWN
UM43613428EH,Konkanastha_brahmin,OWN
GC54366525TG,Konkanastha_brahmin,OWN
ES66676419SE,Konkanastha_brahmin,OWN
LG63592467VS,Konkanastha_brahmin,OWN
LI78282590KY,Konkanastha_brahmin,OWN
MB13106367TX,Konkanastha_brahmin,OWN
WT22096941VB,Konkanastha_brahmin,OWN
DR08734192CN,Konkanastha_brahmin,OWN
KU14224619UR,Konkanastha_brahmin,OWN
UC59777466HT,Konkanastha_brahmin,OWN
JW05555971JC,Konkanastha_brahmin,OWN
XW75810328WC,Konkanastha_brahmin,OWN
TG68948679PD,Konkanastha_brahmin,OWN
OF82593177JX,Konkanastha_brahmin,OWN
GR38783705KU,Konkanastha_brahmin,OWN
BE94818801JQ,Konkanastha_brahmin,OWN
BL68464260XK,Konkanastha_brahmin,OWN
HN34080674UC,Konkanastha_brahmin,OWN
XM53444120OV,Konkanastha_brahmin,OWN
AM93968521ZH,Konkanastha_brahmin,OWN
CT82143394QW,Konkanastha_brahmin,OWN
UJ23371798IM,Konkanastha_brahmin,OWN
GZ59843648IL,Konkanastha_brahmin,OWN
MD82312600MT,Konkanastha_brahmin,OWN
WO69083871ZY,Konkanastha_brahmin,OWN
WM06239279KZ,Konkanastha_brahmin,OWN
AN75132382NO,Konkanastha_brahmin,OWN
RE20752960HS,Konkanastha_brahmin,OWN
KY64531707HQ,Konkanastha_brahmin,OWN
XK67139549UL,Konkanastha_brahmin,OWN
YN98892289TU,Konkanastha_brahmin,OWN
LI90519294KH,Konkanastha_brahmin,OWN
PT80473672OJ,Konkanastha_brahmin,OWN
UD28876806FC,Konkanastha_brahmin,OWN
UG41458078OI,Konkanastha_brahmin,OWN
TP85602760IL,Konkanastha_brahmin,OWN
WU13968374SB,Konkanastha_brahmin,OWN
KA04181935DW,Konkanastha_brahmin,OWN
JU53677774LC,Konkanastha_brahmin,OWN
BG94567778KI,Konkanastha_brahmin,OWN
WS12737183RW,Konkanastha_brahmin,OWN
CK53019231XV,Konkanastha_brahmin,OWN
XQ52351022QE,Lingayath,OWN
AP80390654LY,Lingayath,OWN
XM37757016QC,Lingayath,OWN
SM13761405GR,Lingayath,OWN
PZ59549196IK,Lingayath,OWN
GY43210242LL,Lingayath,OWN
XB21438049LT,Lingayath,OWN
VM45784586KF,Lingayath,OWN
YZ29752181KV,Lingayath,OWN
KL32579778ZB,Lingayath,OWN
EH89460177BF,Lingayath,OWN
MV66146672MS,Lingayath,OWN
YV81528226YV,Lingayath,OWN
XQ16001838LH,Lingayath,OWN
CD55414574EX,Lingayath,OWN
OF00855956NL,Lingayath,OWN
IO61201667WJ,Lingayath,OWN
QD03551802QN,Lingayath,OWN
JH00627729YU,Lingayath,OWN
TD84484263PB,Lingayath,OWN
RL23602296BV,Lingayath,OWN
AP90728032PJ,Lingayath,OWN
PE09406827LL,Lingayath,OWN
XF75643780TS,Lingayath,OWN
DK16135566KH,Lingayath,OWN
LF56229718BI,Lingayath,OWN
RB48120856OP,Lingayath,OWN
BC75395986WW,Lingayath,OWN
YF88135819PE,Lingayath,OWN
GO21535887YD,Lingayath,OWN
AI48666154FI,Lingayath,OWN
EF38030152IF,Lingayath,OWN
CF64083090AT,Lingayath,OWN
SK60405015AW,Lingayath,OWN
DW47127069GJ,Lingayath,OWN
JE75083164IW,Lingayath,OWN
DQ07694203QF,Lingayath,OWN
FW73030389WS,Lingayath,OWN
SP14135442FK,Lingayath,OWN
QB65016212DC,Lingayath,OWN
XB66961259OP,Lingayath,OWN
NG95243559BK,Lingayath,OWN
YI25515529IZ,Lingayath,OWN
TM09997886PF,Lingayath,OWN
